Timestamp,Source MAC,Destination MAC,Source Port,Destination Port,Length
2024-03-06 12:42:07.874,00:00:00:00:00:09,33:33:ff:00:00:09,1,4294967291,86
2024-03-06 12:42:07.894,00:00:00:00:00:0e,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:07.922,00:00:00:00:00:02,33:33:ff:00:00:02,3,4294967291,86
2024-03-06 12:42:07.974,00:00:00:00:00:04,33:33:ff:00:00:04,3,4294967291,86
2024-03-06 12:42:07.975,ce:d1:19:30:6e:2c,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:07.977,00:00:00:00:00:04,33:33:ff:00:00:04,2,4294967291,86
2024-03-06 12:42:07.978,00:00:00:00:00:04,33:33:ff:00:00:04,1,4294967291,86
2024-03-06 12:42:07.979,00:00:00:00:00:04,33:33:ff:00:00:04,1,4294967291,86
2024-03-06 12:42:07.979,00:00:00:00:00:04,33:33:ff:00:00:04,1,4294967291,86
2024-03-06 12:42:08.053,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.054,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.055,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.056,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.113,3e:8d:97:91:21:11,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.115,00:00:00:00:00:03,33:33:00:00:00:16,2,4294967291,110
2024-03-06 12:42:08.116,00:00:00:00:00:03,33:33:00:00:00:16,2,4294967291,110
2024-03-06 12:42:08.117,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.118,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.119,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.236,00:00:00:00:00:0a,33:33:00:00:00:16,2,4294967291,110
2024-03-06 12:42:08.238,00:00:00:00:00:04,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:08.242,00:00:00:00:00:04,33:33:00:00:00:16,2,4294967291,110
2024-03-06 12:42:08.245,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.247,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.249,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.263,9a:a4:05:fe:d8:9d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.265,00:00:00:00:00:01,33:33:00:00:00:16,2,4294967291,110
2024-03-06 12:42:08.267,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.270,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.271,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.273,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.303,ce:d1:19:30:6e:2c,33:33:ff:30:6e:2c,1,4294967291,86
2024-03-06 12:42:08.351,00:00:00:00:00:09,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.354,00:00:00:00:00:0e,33:33:ff:00:00:0e,3,4294967291,86
2024-03-06 12:42:08.359,00:00:00:00:00:06,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:08.363,00:00:00:00:00:06,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:08.367,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.368,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.369,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.443,96:24:0c:b7:60:49,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:08.446,00:00:00:00:00:01,33:33:ff:00:00:01,2,4294967291,86
2024-03-06 12:42:08.450,00:00:00:00:00:05,33:33:ff:00:00:05,2,4294967291,86
2024-03-06 12:42:08.452,00:00:00:00:00:03,33:33:ff:00:00:03,2,4294967291,86
2024-03-06 12:42:08.459,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.461,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.463,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.466,00:00:00:00:00:01,33:33:ff:00:00:01,1,4294967291,86
2024-03-06 12:42:08.468,00:00:00:00:00:05,33:33:ff:00:00:05,3,4294967291,86
2024-03-06 12:42:08.469,00:00:00:00:00:03,33:33:ff:00:00:03,2,4294967291,86
2024-03-06 12:42:08.472,00:00:00:00:00:01,33:33:ff:00:00:01,1,4294967291,86
2024-03-06 12:42:08.473,00:00:00:00:00:05,33:33:ff:00:00:05,1,4294967291,86
2024-03-06 12:42:08.475,00:00:00:00:00:01,33:33:ff:00:00:01,1,4294967291,86
2024-03-06 12:42:08.476,00:00:00:00:00:03,33:33:ff:00:00:03,1,4294967291,86
2024-03-06 12:42:08.477,00:00:00:00:00:01,33:33:ff:00:00:01,1,4294967291,86
2024-03-06 12:42:08.478,00:00:00:00:00:05,33:33:ff:00:00:05,1,4294967291,86
2024-03-06 12:42:08.479,00:00:00:00:00:03,33:33:ff:00:00:03,1,4294967291,86
2024-03-06 12:42:08.480,00:00:00:00:00:05,33:33:ff:00:00:05,1,4294967291,86
2024-03-06 12:42:08.481,00:00:00:00:00:03,33:33:ff:00:00:03,1,4294967291,86
2024-03-06 12:42:08.486,c6:ea:24:87:59:b6,33:33:ff:87:59:b6,4,4294967291,86
2024-03-06 12:42:08.487,00:00:00:00:00:05,33:33:00:00:00:16,2,4294967291,110
2024-03-06 12:42:08.489,9a:a4:05:fe:d8:9d,33:33:ff:fe:d8:9d,1,4294967291,86
2024-03-06 12:42:08.491,c6:ea:24:87:59:b6,33:33:ff:87:59:b6,1,4294967291,86
2024-03-06 12:42:08.492,00:00:00:00:00:05,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:08.494,c6:ea:24:87:59:b6,33:33:ff:87:59:b6,1,4294967291,86
2024-03-06 12:42:08.495,c6:ea:24:87:59:b6,33:33:ff:87:59:b6,1,4294967291,86
2024-03-06 12:42:08.497,00:00:00:00:00:05,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.498,00:00:00:00:00:05,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.499,00:00:00:00:00:05,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.521,00:00:00:00:00:07,33:33:ff:00:00:07,2,4294967291,86
2024-03-06 12:42:08.523,00:00:00:00:00:07,33:33:ff:00:00:07,4,4294967291,86
2024-03-06 12:42:08.525,00:00:00:00:00:07,33:33:ff:00:00:07,1,4294967291,86
2024-03-06 12:42:08.526,00:00:00:00:00:07,33:33:ff:00:00:07,1,4294967291,86
2024-03-06 12:42:08.527,00:00:00:00:00:07,33:33:ff:00:00:07,1,4294967291,86
2024-03-06 12:42:08.550,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:08.551,c6:ea:24:87:59:b6,33:33:00:00:00:16,4,4294967291,90
2024-03-06 12:42:08.553,00:00:00:00:00:08,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:08.554,00:00:00:00:00:02,33:33:00:00:00:16,3,4294967291,110
2024-03-06 12:42:08.557,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.558,c6:ea:24:87:59:b6,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.559,00:00:00:00:00:08,33:33:00:00:00:16,4,4294967291,110
2024-03-06 12:42:08.560,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.561,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.562,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.563,c6:ea:24:87:59:b6,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.564,c6:ea:24:87:59:b6,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.567,00:00:00:00:00:08,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.568,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.569,00:00:00:00:00:08,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.570,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.571,00:00:00:00:00:08,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.572,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,110
2024-03-06 12:42:08.591,b2:ca:60:8e:01:16,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.618,3e:8d:97:91:21:11,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.619,3e:8d:97:91:21:11,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.620,b2:ca:60:8e:01:16,33:33:ff:8e:01:16,1,4294967291,86
2024-03-06 12:42:08.656,00:00:00:00:00:08,33:33:ff:00:00:08,3,4294967291,86
2024-03-06 12:42:08.658,00:00:00:00:00:08,33:33:ff:00:00:08,4,4294967291,86
2024-03-06 12:42:08.660,00:00:00:00:00:08,33:33:ff:00:00:08,1,4294967291,86
2024-03-06 12:42:08.662,00:00:00:00:00:08,33:33:ff:00:00:08,1,4294967291,86
2024-03-06 12:42:08.663,00:00:00:00:00:08,33:33:ff:00:00:08,1,4294967291,86
2024-03-06 12:42:08.763,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.769,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:08.771,aa:4e:63:08:b2:3d,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.773,ea:5b:d9:31:4c:c3,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:08.775,00:00:00:00:00:0f,33:33:ff:00:00:0f,5,4294967291,86
2024-03-06 12:42:08.780,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.782,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.784,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.788,aa:4e:63:08:b2:3d,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.789,00:00:00:00:00:0f,33:33:ff:00:00:0f,1,4294967291,86
2024-03-06 12:42:08.790,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.792,aa:4e:63:08:b2:3d,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.793,ea:5b:d9:31:4c:c3,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.795,00:00:00:00:00:0f,33:33:ff:00:00:0f,1,4294967291,86
2024-03-06 12:42:08.796,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.797,ea:5b:d9:31:4c:c3,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.798,00:00:00:00:00:0f,33:33:ff:00:00:0f,1,4294967291,86
2024-03-06 12:42:08.800,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.801,aa:4e:63:08:b2:3d,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.802,ea:5b:d9:31:4c:c3,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.803,00:00:00:00:00:0f,33:33:ff:00:00:0f,1,4294967291,86
2024-03-06 12:42:08.810,96:24:0c:b7:60:49,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:08.811,96:24:0c:b7:60:49,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:08.812,00:00:00:00:00:0a,33:33:ff:00:00:0a,2,4294967291,86
2024-03-06 12:42:08.814,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.815,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.816,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.818,96:24:0c:b7:60:49,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.819,96:24:0c:b7:60:49,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.820,96:24:0c:b7:60:49,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.841,00:00:00:00:00:06,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:08.842,00:00:00:00:00:06,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:08.844,00:00:00:00:00:06,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:08.845,00:00:00:00:00:06,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:08.847,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.848,00:00:00:00:00:06,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.849,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.850,00:00:00:00:00:06,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.851,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.852,00:00:00:00:00:06,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.871,00:00:00:00:00:09,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.872,00:00:00:00:00:09,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.951,00:00:00:00:00:02,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:08.955,00:00:00:00:00:02,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:08.957,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.960,00:00:00:00:00:02,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.963,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.964,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.965,00:00:00:00:00:02,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:08.968,00:00:00:00:00:02,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.970,00:00:00:00:00:02,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:08.971,00:00:00:00:00:02,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.016,00:00:00:00:00:04,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.018,00:00:00:00:00:04,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:09.021,00:00:00:00:00:06,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.024,00:00:00:00:00:04,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.026,00:00:00:00:00:04,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:09.028,00:00:00:00:00:06,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.031,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.032,00:00:00:00:00:04,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.034,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.035,00:00:00:00:00:04,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.036,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.038,00:00:00:00:00:04,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.041,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.042,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.043,00:00:00:00:00:06,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.137,3e:8d:97:91:21:11,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.273,96:24:0c:b7:60:49,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.277,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.281,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.284,96:24:0c:b7:60:49,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.288,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.293,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.294,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.296,aa:4e:63:08:b2:3d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.342,ce:d1:19:30:6e:2c,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.345,ce:d1:19:30:6e:2c,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.350,00:00:00:00:00:0e,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.352,00:00:00:00:00:0e,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:09.432,00:00:00:00:00:09,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.458,00:00:00:00:00:05,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.464,00:00:00:00:00:05,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:09.466,00:00:00:00:00:04,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.470,00:00:00:00:00:03,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.472,00:00:00:00:00:03,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:09.474,00:00:00:00:00:01,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.476,00:00:00:00:00:01,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:09.480,00:00:00:00:00:05,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.483,00:00:00:00:00:05,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:09.484,00:00:00:00:00:04,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.486,00:00:00:00:00:03,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.487,00:00:00:00:00:03,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:09.489,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.490,00:00:00:00:00:01,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.493,00:00:00:00:00:05,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.494,00:00:00:00:00:05,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.496,00:00:00:00:00:05,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.498,00:00:00:00:00:05,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.499,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.501,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.502,00:00:00:00:00:03,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.503,00:00:00:00:00:05,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.504,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.505,00:00:00:00:00:01,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.506,00:00:00:00:00:05,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.507,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.508,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.512,00:00:00:00:00:03,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.513,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.514,00:00:00:00:00:01,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.515,00:00:00:00:00:04,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.516,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.517,00:00:00:00:00:03,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.517,00:00:00:00:00:01,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.518,00:00:00:00:00:01,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.522,00:00:00:00:00:03,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.522,c6:ea:24:87:59:b6,33:33:00:00:00:16,4,4294967291,90
2024-03-06 12:42:09.523,c6:ea:24:87:59:b6,33:33:00:00:00:02,4,4294967291,70
2024-03-06 12:42:09.524,00:00:00:00:00:0e,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.525,9a:a4:05:fe:d8:9d,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.526,9a:a4:05:fe:d8:9d,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.527,00:00:00:00:00:03,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.528,c6:ea:24:87:59:b6,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.529,c6:ea:24:87:59:b6,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.530,c6:ea:24:87:59:b6,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.530,c6:ea:24:87:59:b6,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.531,c6:ea:24:87:59:b6,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.532,c6:ea:24:87:59:b6,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.533,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.534,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.535,00:00:00:00:00:03,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.557,00:00:00:00:00:07,33:33:00:00:00:16,2,4294967291,90
2024-03-06 12:42:09.558,00:00:00:00:00:07,33:33:00:00:00:02,2,4294967291,70
2024-03-06 12:42:09.559,00:00:00:00:00:07,33:33:00:00:00:16,4,4294967291,90
2024-03-06 12:42:09.560,00:00:00:00:00:07,33:33:00:00:00:02,4,4294967291,70
2024-03-06 12:42:09.562,00:00:00:00:00:07,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.562,00:00:00:00:00:07,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.563,00:00:00:00:00:07,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.564,00:00:00:00:00:07,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.565,00:00:00:00:00:07,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.565,00:00:00:00:00:07,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.580,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.582,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.582,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.583,ea:5b:d9:31:4c:c3,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.662,b2:ca:60:8e:01:16,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.664,b2:ca:60:8e:01:16,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.682,00:00:00:00:00:08,33:33:00:00:00:16,3,4294967291,90
2024-03-06 12:42:09.684,00:00:00:00:00:08,33:33:00:00:00:02,3,4294967291,70
2024-03-06 12:42:09.686,00:00:00:00:00:08,33:33:00:00:00:16,4,4294967291,90
2024-03-06 12:42:09.687,00:00:00:00:00:08,33:33:00:00:00:02,4,4294967291,70
2024-03-06 12:42:09.689,00:00:00:00:00:08,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.690,00:00:00:00:00:08,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.691,00:00:00:00:00:08,33:33:00:00:00:16,1,4294967291,90
2024-03-06 12:42:09.693,00:00:00:00:00:08,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.694,00:00:00:00:00:08,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.695,00:00:00:00:00:08,33:33:00:00:00:02,1,4294967291,70
2024-03-06 12:42:09.805,00:00:00:00:00:0f,33:33:00:00:00:16,5,4294967291,90
2024-03-06 12:42:09.808,00:00:00:00:00:0f,33:33:00:00:00:02,5,4294967291,70
2024-03-06 12:42:09.813,00:00:00:00:00:0f,33:33:00:00:00:16,1,4294967291,90
